2442	4304	1.0
8960	1663	1.0
22788	10555	1.0
23332	11909	1.0
8982	435	1.0
8771	25021	1.0
7062	6354	-1.0
4121	5657	1.0
8712	24760	0.0
10182	2437	1.0
8820	10374	1.0
10243	10096	1.0
8705	8576	0.0
11394	12578	1.0
348	8871	1.0
9731	8704	1.0
7776	21902	1.0
18773	17017	1.0
395	111	1.0
9076	13071	1.0
3906	1238	1.0
12643	9357	1.0
8794	7543	1.0
9592	1073	1.0
24520	23898	0.0
6913	11259	0.0
22802	18279	1.0
2434	905	1.0
8450	9429	1.0
2010	8810	1.0
14094	14310	1.0
13665	11390	1.0
11256	10321	1.0
8202	7655	1.0
2428	1026	1.0
22285	22342	0.0
5096	5887	1.0
11204	11477	1.0
24680	22786	0.0
25194	25018	1.0
19483	24927	0.0
10414	10627	1.0
21513	7961	1.0
5752	9119	1.0
5073	150	1.0
752	5461	1.0
7689	114	1.0
12191	23492	1.0
3764	350	1.0
21582	8214	1.0
7254	21281	1.0
15627	13349	1.0
3257	3775	1.0
21466	21106	-1.0
317	3817	1.0
20836	6391	-1.0
18440	14723	1.0
3561	4601	1.0
6234	22138	1.0
1239	1641	1.0
2695	24302	0.0
3224	23561	1.0
8518	8067	1.0
1539	433	1.0
9935	11730	1.0
12104	753	1.0
292	18565	1.0
6922	24940	0.0
14352	987	-1.0
8212	13698	1.0
2848	970	1.0
1373	24981	1.0
11031	14895	1.0
14077	24760	0.0
8348	3897	1.0
11609	11391	0.0
3901	1850	1.0
1392	21772	1.0
20556	20127	1.0
5922	6114	1.0
16839	16840	0.0
6282	5917	-1.0
19740	14095	1.0
13099	26226	1.0
7322	2107	1.0
7490	5695	1.0
20189	604	1.0
4726	4190	1.0
25986	15756	1.0
15654	15585	0.0
21094	21100	1.0
23846	9087	0.0
22235	2968	1.0
13083	11357	1.0
7141	6716	-1.0
2843	3416	1.0
1506	277	1.0
11630	23510	0.0
5658	7254	1.0
5027	3249	1.0
7199	7787	1.0
1498	6013	1.0
10018	4264	0.0
7954	6637	0.0
15527	1826	0.0
4819	17650	1.0
3813	23822	1.0
4059	5311	1.0
21715	10157	1.0
14	1902	1.0
13054	22373	1.0
24782	13716	1.0
607	30	1.0
13902	12843	1.0
4963	17223	1.0
8035	2620	0.0
1669	9523	1.0
1264	1325	1.0
39	20657	1.0
9886	2968	1.0
3945	21293	0.0
19299	2890	0.0
15124	6617	1.0
2212	2554	1.0
4596	3688	1.0
24782	21449	1.0
10897	11826	1.0
4284	262	1.0
10364	1927	1.0
16013	8348	1.0
5717	16180	1.0
17300	17477	1.0
1365	4890	1.0
5148	2658	0.0
7291	6050	1.0
7237	9874	1.0
5054	15279	0.0
5215	6366	1.0
23945	8173	1.0
22089	10303	1.0
8546	3390	1.0
20365	604	1.0
22041	6999	1.0
907	21757	1.0
18138	13425	1.0
39	9200	1.0
1204	3477	1.0
1821	4574	1.0
9952	12987	1.0
9584	23051	1.0
